Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
2006,Turin,Ice Hockey,"KRONWALL, Niklas",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"LIDSTROM, Nicklas",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"LIV, Stefan",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"LUNDQVIST, Henrik",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"MODIN, Fredrik",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"OHLUND, Mattias",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"PAHLSSON, Samuel",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"SAMUELSSON, Mikael",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"SEDIN, Daniel",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"SEDIN, Henrik",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"SUNDIN, Mats",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"SUNDIN, Ronnie",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"TELLQVIST, Mikael",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"TJARNQVIST, Daniel",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"ZETTERBERG, Henrik",SWE,Men,Ice Hockey,Gold,,
2006,Turin,Ice Hockey,"ANDERSSON, Cecilia",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"ANDERSSON, Gunilla",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"ASSERHOLT, Jenni",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"EDSTRAND, Ann-Louise",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"ELFSBERG, Joa",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"ELIASSON, Emma",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"HOLST, Erika",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"JANSSON, Nanna",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"LINDBERG, Ylva",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"LINDQVIST, Jenny",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"LUNDBERG, Kristina",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"MARTIN, Kim",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"NEVALAINEN, Frida",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"O KONOR, Emilie",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"ROOTH, Maria",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"RUNDQVIST, Danijela",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"SJOLANDER, Therese",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"TIMGLAS, Katarina",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"VIKMAN, Anna",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Ice Hockey,"WINBERG, Pernilla",SWE,Women,Ice Hockey,Silver,,
2006,Turin,Skiing,"PAERSON, Anja",SWE,Women,Alpine Combined,Bronze,,
2006,Turin,Skiing,"PAERSON, Anja",SWE,Women,Downhill,Bronze,,
2006,Turin,Skiing,"OTTOSSON, Anna",SWE,Women,Giant Slalom,Bronze,,
2006,Turin,Skiing,"PAERSON, Anja",SWE,Women,Slalom,Gold,,
2006,Turin,Skiing,"FREDRIKSSON, Mathias",SWE,Men,4X10KM Relay,Bronze,,
2006,Turin,Skiing,"LARSSON, Mats",SWE,Men,4X10KM Relay,Bronze,,
2006,Turin,Skiing,"OLSSON, Johan",SWE,Men,4X10KM Relay,Bronze,,
2006,Turin,Skiing,"SOEDERGREN, Anders",SWE,Men,4X10KM Relay,Bronze,,
2006,Turin,Skiing,"FREDRIKSSON, Thobias",SWE,Men,Sprint 1.5KM,Bronze,,
2006,Turin,Skiing,"LIND, Bjoern",SWE,Men,Sprint 1.5KM,Gold,,
2006,Turin,Skiing,"FREDRIKSSON, Thobias",SWE,Men,Team Sprint,Gold,,
2006,Turin,Skiing,"LIND, Bjoern",SWE,Men,Team Sprint,Gold,,
2006,Turin,Skiing,"ANDERSSON, Lina",SWE,Women,Team Sprint,Gold,,
2006,Turin,Skiing,"DAHLBERG, Anna",SWE,Women,Team Sprint,Gold,,
2006,Turin,Biathlon,"EFREMOVA, Lilia",UKR,Women,7.5KM,Bronze,,
2006,Turin,Skating,"GONCHAROV, Ruslan",UKR,Men,Ice Dancing,Bronze,,
2006,Turin,Skating,"GRUSHINA, Elena",UKR,Women,Ice Dancing,Bronze,,
2006,Turin,Bobsleigh,"FLEMING, Valerie",USA,Women,Two-Man,Silver,,
2006,Turin,Bobsleigh,"ROHBOCK, Shauna",USA,Women,Two-Man,Silver,,
2006,Turin,Curling,"BAIRD, Scott",USA,Men,Curling,Bronze,,
2006,Turin,Curling,"FENSON, Pete",USA,Men,Curling,Bronze,,
2006,Turin,Curling,"POLO, Joe",USA,Men,Curling,Bronze,,
2006,Turin,Curling,"ROJESKI, Shawn",USA,Men,Curling,Bronze,,
2006,Turin,Curling,"SHUSTER, John",USA,Men,Curling,Bronze,,
2006,Turin,Ice Hockey,"CAHOW, Caitlin",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"CHU, Julie",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"DARWITZ, Natalie",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"DREYER, Pam",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"DUNN-LUOMA, Tricia",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"ENGSTROM, Molly",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"GUNN, Chanda",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"HAGERMAN, Jamie",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"INSALACO, Kim",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KAUTH, Kathleen",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KENNEDY, Courtney",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KING, Katie",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"KING, Kristin",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"PARSONS, Sarah",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"POTTER, Jenny",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"RESOR, Helen",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"RUGGIERO, Angela",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"STEPHENS, Kelly",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"WALL, Lyndsay",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Ice Hockey,"WENDELL, Krissy",USA,Women,Ice Hockey,Bronze,,
2006,Turin,Skating,"AGOSTO, Benjamin",USA,Men,Ice Dancing,Silver,,
2006,Turin,Skating,"BELBIN, Tanith",USA,Women,Ice Dancing,Silver,,
2006,Turin,Skating,"COHEN, Sasha",USA,Women,Individual,Silver,,
2006,Turin,Skating,"OHNO, Apolo Anton",USA,Men,1000M,Bronze,,
2006,Turin,Skating,"IZYKOWSKI, Alex",USA,Men,5000M Relay,Bronze,,
2006,Turin,Skating,"KEPKA, J.p.",USA,Men,5000M Relay,Bronze,,
2006,Turin,Skating,"OHNO, Apolo Anton",USA,Men,5000M Relay,Bronze,,
2006,Turin,Skating,"SMITH, Rusty",USA,Men,5000M Relay,Bronze,,
2006,Turin,Skating,"OHNO, Apolo Anton",USA,Men,500M,Gold,,
2006,Turin,Skating,"HEDRICK, Chad",USA,Men,10000M,Silver,,
2006,Turin,Skating,"DAVIS, Shani",USA,Men,1000M,Gold,,
2006,Turin,Skating,"CHEEK, Joey",USA,Men,1000M,Silver,,
2006,Turin,Skating,"HEDRICK, Chad",USA,Men,1500M,Bronze,,
2006,Turin,Skating,"DAVIS, Shani",USA,Men,1500M,Silver,,
2006,Turin,Skating,"HEDRICK, Chad",USA,Men,5000M,Gold,,
2006,Turin,Skating,"CHEEK, Joey",USA,Men,500M,Gold,,
2006,Turin,Skiing,"LIGETY, Ted",USA,Men,Alpine Combined,Gold,,
2006,Turin,Skiing,"MANCUSO, Julia",USA,Women,Giant Slalom,Gold,,
2006,Turin,Skiing,"DAWSON, Toby",USA,Men,Moguls,Bronze,,
2006,Turin,Skiing,"FLETCHER, Rosey",USA,Women,Giant Parallel Slalom,Bronze,,
2006,Turin,Skiing,"WHITE, Shaun",USA,Men,Half-Pipe,Gold,,
2006,Turin,Skiing,"KASS, Danny",USA,Men,Half-Pipe,Silver,,
2006,Turin,Skiing,"TETER, Hannah",USA,Women,Half-Pipe,Gold,,
2006,Turin,Skiing,"BLEILER, Gretchen",USA,Women,Half-Pipe,Silver,,
2006,Turin,Skiing,"WESCOTT, Seth",USA,Men,Snowboard Cross,Gold,,
2006,Turin,Skiing,"JACOBELLIS, Lindsey",USA,Women,Snowboard Cross,Silver,,
2010,Vancouver,Skiing,"LASSILA, Lydia",AUS,Women,Aerials,Gold,,
2010,Vancouver,Skiing,"BEGG-SMITH, Dale",AUS,Men,Moguls,Silver,,
2010,Vancouver,Skiing,"BRIGHT, Torah",AUS,Women,Half-Pipe,Gold,,
2010,Vancouver,Biathlon,"SUMANN, Christoph",AUT,Men,12.5Km Pursuit,Silver,,
2010,Vancouver,Biathlon,"EDER, Simon",AUT,Men,4X7.5KM Relay,Silver,,
2010,Vancouver,Biathlon,"LANDERTINGER, Dominik",AUT,Men,4X7.5KM Relay,Silver,,
2010,Vancouver,Biathlon,"MESOTITSCH, Daniel",AUT,Men,4X7.5KM Relay,Silver,,
2010,Vancouver,Biathlon,"SUMANN, Christoph",AUT,Men,4X7.5KM Relay,Silver,,
2010,Vancouver,Luge,"LINGER, Andreas",AUT,Men,Doubles,Gold,,
2010,Vancouver,Luge,"LINGER, Wolfgang",AUT,Men,Doubles,Gold,,
2010,Vancouver,Luge,"REITHMAYER, Nina",AUT,Women,Singles,Silver,,
2010,Vancouver,Skiing,"GOERGL, Elisabeth",AUT,Women,Downhill,Bronze,,
2010,Vancouver,Skiing,"GOERGL, Elisabeth",AUT,Women,Giant Slalom,Bronze,,
2010,Vancouver,Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Silver,,
2010,Vancouver,Skiing,"FISCHBACHER, Andrea",AUT,Women,Super-G,Gold,,
2010,Vancouver,Skiing,"MATT, Andreas",AUT,Men,Ski Cross,Silver,,
2010,Vancouver,Skiing,"GRUBER, Bernhard",AUT,Men,Sprint K120,Bronze,,
2010,Vancouver,Skiing,"GOTTWALD, Felix",AUT,Men,"Team, 4X5 KM",Gold,,
2010,Vancouver,Skiing,"GRUBER, Bernhard",AUT,Men,"Team, 4X5 KM",Gold,,
2010,Vancouver,Skiing,"KREINER, David",AUT,Men,"Team, 4X5 KM",Gold,,
2010,Vancouver,Skiing,"STECHER, Mario",AUT,Men,"Team, 4X5 KM",Gold,,
2010,Vancouver,Skiing,"SCHLIERENZAUER, Gregor",AUT,Men,K120 Individual (90M),Bronze,,
2010,Vancouver,Skiing,"KOFLER, Andreas",AUT,Men,K120 Team (90M),Gold,,
2010,Vancouver,Skiing,"LOITZL, Wolfgang",AUT,Men,K120 Team (90M),Gold,,
2010,Vancouver,Skiing,"MORGENSTERN, Thomas",AUT,Men,K120 Team (90M),Gold,,
2010,Vancouver,Skiing,"SCHLIERENZAUER, Gregor",AUT,Men,K120 Team (90M),Gold,,
2010,Vancouver,Skiing,"SCHLIERENZAUER, Gregor",AUT,Men,K90 Individual (70M),Bronze,,
2010,Vancouver,Skiing,"KARL, Benjamin",AUT,Men,Giant Parallel Slalom,Silver,,
2010,Vancouver,Skiing,"KREINER, Marion",AUT,Women,Giant Parallel Slalom,Bronze,,
2010,Vancouver,Biathlon,"DOMRACHEVA, Darya",BLR,Women,15KM,Bronze,,
2010,Vancouver,Biathlon,"NOVIKOV, Sergey",BLR,Men,20KM,Silver,,
2010,Vancouver,Skiing,"GRISHIN, Alexei",BLR,Men,Aerials,Gold,,
2010,Vancouver,Bobsleigh,"BISSETT, David",CAN,Men,Four-Man,Bronze,,
2010,Vancouver,Bobsleigh,"BROWN, Lascelles",CAN,Men,Four-Man,Bronze,,
2010,Vancouver,Bobsleigh,"Le BIHAN, Chris",CAN,Men,Four-Man,Bronze,,
2010,Vancouver,Bobsleigh,"RUSH, Lyndon",CAN,Men,Four-Man,Bronze,,
2010,Vancouver,Bobsleigh,"HUMPHRIES, Kaillie",CAN,Women,Two-Man,Gold,,
2010,Vancouver,Bobsleigh,"MOYSE, Heather",CAN,Women,Two-Man,Gold,,
2010,Vancouver,Bobsleigh,"BROWN, Shelley-Ann",CAN,Women,Two-Man,Silver,,
2010,Vancouver,Bobsleigh,"UPPERTON, Helen",CAN,Women,Two-Man,Silver,,
2010,Vancouver,Bobsleigh,"MONTGOMERY, Jon",CAN,Men,Individual,Gold,,
2010,Vancouver,Curling,"ENRIGHT, Adam",CAN,Men,Curling,Gold,,
2010,Vancouver,Curling,"HEBERT, Ben",CAN,Men,Curling,Gold,,
2010,Vancouver,Curling,"KENNEDY, Marc",CAN,Men,Curling,Gold,,
2010,Vancouver,Curling,"MARTIN, Kevin",CAN,Men,Curling,Gold,,
2010,Vancouver,Curling,"MORRIS, John",CAN,Men,Curling,Gold,,
2010,Vancouver,Curling,"BARTEL, Cori",CAN,Women,Curling,Silver,,
2010,Vancouver,Curling,"BERNARD, Cheryl",CAN,Women,Curling,Silver,,
2010,Vancouver,Curling,"DARBYSHIRE, Carolyn",CAN,Women,Curling,Silver,,
2010,Vancouver,Curling,"MOORE, Kristie",CAN,Women,Curling,Silver,,
2010,Vancouver,Curling,"O CONNOR, Susan",CAN,Women,Curling,Silver,,
2010,Vancouver,Ice Hockey,"BERGERON, Patrice",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"BOYLE, Dan",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"BRODEUR, Martin",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"CROSBY, Sidney",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"DOUGHTY, Drew",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"FLEURY, Marc-Andre",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"GETZLAF, Ryan",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"HEATLEY, Dany",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"IGINLA, Jarome",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"KEITH, Duncan",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"LUONGO, Roberto",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"MARLEAU, Patrick",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"MORROW, Brenden",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"NASH, Rick",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"NIEDERMAYER, Scott",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"PERRY, Corey",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"PRONGER, Chris",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"RICHARDS, Mike",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"SEABROOK, Brent",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"STAAL, Eric",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"THORNTON, Joe",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"TOEWS, Jonathan",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"WEBER, Shea",CAN,Men,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"AGOSTA, Meghan",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"APPS, Gillian",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"BONHOMME, Tessa",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"BOTTERILL, Jennifer",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"HEFFORD, Jayna",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"IRWIN, Haley",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"JOHNSTON, Rebecca",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"KELLAR, Becky",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"KINGSBURY, Gina",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"LABONTE, Charline",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"MACLEOD, Carla",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"MIKKELSON, Meaghan",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"OUELLETTE, Caroline",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"PIPER, Cherie",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"POULIN, Marie-Philip",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"SOSTORICS, Colleen",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"ST-PIERRE, Kim",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"SZABADOS, Shannon",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"VAILLANCOURT, Sarah",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"WARD, Catherine",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Ice Hockey,"WICKENHEISER, Hayley",CAN,Women,Ice Hockey,Gold,,
2010,Vancouver,Skating,"MOIR, Scott",CAN,Men,Ice Dancing,Gold,,
2010,Vancouver,Skating,"VIRTUE, Tessa",CAN,Women,Ice Dancing,Gold,,
2010,Vancouver,Skating,"ROCHETTE, Joannie",CAN,Women,Individual,Bronze,,
2010,Vancouver,Skating,"GREGG, Jessica",CAN,Women,3000M Relay,Silver,,
2010,Vancouver,Skating,"ROBERGE, Kalyna",CAN,Women,3000M Relay,Silver,,
2010,Vancouver,Skating,"ST-GELAIS, Marianne",CAN,Women,3000M Relay,Silver,,
2010,Vancouver,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Silver,,
2010,Vancouver,Skating,"BASTILLE, Guillaume",CAN,Men,5000M Relay,Gold,,
2010,Vancouver,Skating,"HAMELIN, Charles",CAN,Men,5000M Relay,Gold,,
2010,Vancouver,Skating,"HAMELIN, Francois",CAN,Men,5000M Relay,Gold,,
2010,Vancouver,Skating,"JEAN, Olivier",CAN,Men,5000M Relay,Gold,,
2010,Vancouver,Skating,"TREMBLAY, Francois-Louis",CAN,Men,5000M Relay,Gold,,
2010,Vancouver,Skating,"TREMBLAY, Francois-Louis",CAN,Men,500M,Bronze,,
2010,Vancouver,Skating,"HAMELIN, Charles",CAN,Men,500M,Gold,,
2010,Vancouver,Skating,"ST-GELAIS, Marianne",CAN,Women,500M,Silver,,
2010,Vancouver,Skating,"NESBITT, Christine",CAN,Women,1000M,Gold,,
2010,Vancouver,Skating,"GROVES, Kristina",CAN,Women,1500M,Silver,,
2010,Vancouver,Skating,"GROVES, Kristina",CAN,Women,3000M,Bronze,,
2010,Vancouver,Skating,"HUGHES, Clara",CAN,Women,5000M,Bronze,,
2010,Vancouver,Skating,"GIROUX, Mathieu",CAN,Men,Team Pursuit,Gold,,
2010,Vancouver,Skating,"MAKOWSKY, Lucas",CAN,Men,Team Pursuit,Gold,,
2010,Vancouver,Skating,"MORRISON, Denny",CAN,Men,Team Pursuit,Gold,,
2010,Vancouver,Skiing,"BILODEAU, Alexandre",CAN,Men,Moguls,Gold,,
2010,Vancouver,Skiing,"HEIL, Jennifer",CAN,Women,Moguls,Silver,,
2010,Vancouver,Skiing,"McIVOR, Ashleigh",CAN,Women,Ski Cross,Gold,,
2010,Vancouver,Skiing,"ANDERSON, Jasey Jay",CAN,Men,Giant Parallel Slalom,Gold,,
2010,Vancouver,Skiing,"ROBERTSON, Mike",CAN,Men,Snowboard Cross,Silver,,
2010,Vancouver,Skiing,"RICKER, Maelle",CAN,Women,Snowboard Cross,Gold,,
2010,Vancouver,Curling,"LIU, Jinli",CHN,Women,Curling,Bronze,,
2010,Vancouver,Curling,"LIU, Yin",CHN,Women,Curling,Bronze,,
2010,Vancouver,Curling,"WANG, Bingyu",CHN,Women,Curling,Bronze,,
2010,Vancouver,Curling,"YUE, Qingshuang",CHN,Women,Curling,Bronze,,
2010,Vancouver,Curling,"ZHOU, Yan",CHN,Women,Curling,Bronze,,
2010,Vancouver,Skating,"SHEN, Xue",CHN,Women,Pairs,Gold,,
2010,Vancouver,Skating,"ZHAO, Hongbo",CHN,Men,Pairs,Gold,,
2010,Vancouver,Skating,"PANG, Qing",CHN,Women,Pairs,Silver,,
2010,Vancouver,Skating,"TONG, Jian",CHN,Men,Pairs,Silver,,
2010,Vancouver,Skating,"WANG, Meng",CHN,Women,1000M,Gold,,
2010,Vancouver,Skating,"ZHOU, Yang",CHN,Women,1500M,Gold,,
2010,Vancouver,Skating,"SUN, Linlin",CHN,Women,3000M Relay,Gold,,
2010,Vancouver,Skating,"WANG, Meng",CHN,Women,3000M Relay,Gold,,
2010,Vancouver,Skating,"ZHANG, Hui",CHN,Women,3000M Relay,Gold,,
2010,Vancouver,Skating,"ZHOU, Yang",CHN,Women,3000M Relay,Gold,,
2010,Vancouver,Skating,"WANG, Meng",CHN,Women,500M,Gold,,
2010,Vancouver,Skating,"WANG, Beixing",CHN,Women,500M,Bronze,,
2010,Vancouver,Skiing,"LIU, Zhongqing",CHN,Men,Aerials,Bronze,,
2010,Vancouver,Skiing,"GUO, Xinxin",CHN,Women,Aerials,Bronze,,
2010,Vancouver,Skiing,"LI, Nina",CHN,Women,Aerials,Silver,,
2010,Vancouver,Biathlon,"FAK, Jakov",CRO,Men,10KM,Bronze,,
2010,Vancouver,Skiing,"KOSTELIC, Ivica",CRO,Men,Slalom,Silver,,
2010,Vancouver,Skiing,"KOSTELIC, Ivica",CRO,Men,Super Combined,Silver,,
2010,Vancouver,Skating,"SABLIKOVA, Martina",CZE,Women,1500M,Bronze,,
2010,Vancouver,Skating,"SABLIKOVA, Martina",CZE,Women,3000M,Gold,,
2010,Vancouver,Skating,"SABLIKOVA, Martina",CZE,Women,5000M,Gold,,
2010,Vancouver,Skiing,"ZAHROBSKA, Sarka",CZE,Women,Slalom,Bronze,,
2010,Vancouver,Skiing,"BAUER, Lukas",CZE,Men,15KM,Bronze,,
2010,Vancouver,Skiing,"BAUER, Lukas",CZE,Men,4X10KM Relay,Bronze,,
2010,Vancouver,Skiing,"JAKS, Martin",CZE,Men,4X10KM Relay,Bronze,,
2010,Vancouver,Skiing,"KOUKAL, Martin",CZE,Men,4X10KM Relay,Bronze,,
2010,Vancouver,Skiing,"MAGAL, Jiri",CZE,Men,4X10KM Relay,Bronze,,
2010,Vancouver,Skiing,"SMIGUN-VAEHI, Kristina",EST,Women,10KM,Silver,,
2010,Vancouver,Ice Hockey,"BACKSTROM, Niklas",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"FILPPULA, Valtteri",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"HAGMAN, Niklas",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"IMMONEN, Jarkko",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"JOKINEN, Olli",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KAPANEN, Niko",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KIPRUSOFF, Miikka",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KOIVU, Mikko",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KOIVU, Saku",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KUKKONEN, Lasse",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"LEHTINEN, Jere",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"LEPISTO, Sami",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"LYDMAN, Toni",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"MIETTINEN, Antti",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"NIITTYMAKI, Antero",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"NISKALA, Janne",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"PELTONEN, Ville",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"PITKANEN, Joni",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"RUUTU, Jarkko",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"RUUTU, Tuomo",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"SALO, Sami",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"SELANNE, Teemu",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"TIMONEN, Kimmo",FIN,Men,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"HELIN, Anne",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"HIIRIKOSKI, Jenni",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"HOVI, Venla",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KARVINEN, Michelle",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"KUISMA, Mira",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"LINDSTEDT, Rosa",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"MERTANEN, Terhi",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"PELTTARI, Heidi",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"POSA, Mariia",FIN,Women,Ice Hockey,Bronze,,
2010,Vancouver,Ice Hockey,"RAJAHUHTA, Annina",FIN,Women,Ice Hockey,Bronze,,
